8.2845E+01    -1.8246E+00   0.0000E+00    
8.3525E+01    -1.7250E+00   2.4952E+00    
8.5271E+01    -1.1632E+00   4.3217E+00    
8.7614E+01    -2.8964E-01   4.9903E+00    
8.9926E+01    6.6148E-01    4.3217E+00    
9.1588E+01    1.4354E+00    2.4952E+00    
9.2155E+01    1.8246E+00    -2.0471E-09   
9.1475E+01    1.7250E+00    -2.4952E+00   
8.9729E+01    1.1632E+00    -4.3217E+00   
8.7386E+01    2.8964E-01    -4.9903E+00   
8.5074E+01    -6.6148E-01   -4.3217E+00   
8.3412E+01    -1.4354E+00   -2.4952E+00   
8.1681E+01    -2.2808E+00   0.0000E+00    
8.2242E+01    -2.2309E+00   2.5372E+00    
8.3712E+01    -1.7952E+00   4.6357E+00    
8.5837E+01    -1.0491E+00   5.9326E+00    
8.8249E+01    -1.2166E-01   6.2037E+00    
9.0532E+01    8.2686E-01    5.4022E+00    
9.2291E+01    1.6324E+00    3.6665E+00    
9.3221E+01    2.1557E+00    1.2969E+00    
9.3162E+01    2.3062E+00    -1.2969E+00   
9.2124E+01    2.0580E+00    -3.6665E+00   
9.0287E+01    1.4539E+00    -5.4022E+00   
8.7967E+01    5.9848E-01    -6.2037E+00   
8.5567E+01    -3.6048E-01   -5.9326E+00   
8.3501E+01    -1.2571E+00   -4.6357E+00   
8.2126E+01    -1.9364E+00   -2.5372E+00   
8.0517E+01    -2.7370E+00   0.0000E+00    
8.0997E+01    -2.7205E+00   2.5602E+00    
8.2260E+01    -2.3759E+00   4.8116E+00    
8.4156E+01    -1.7447E+00   6.4826E+00    
8.6455E+01    -9.0313E-01   7.3717E+00    
8.8880E+01    4.7408E-02    7.3717E+00    
9.1139E+01    9.9223E-01    6.4826E+00    
9.2959E+01    1.8174E+00    4.8116E+00    
9.4120E+01    2.4233E+00    2.5602E+00    
9.4483E+01    2.7370E+00    -3.0706E-09   
9.4003E+01    2.7205E+00    -2.5602E+00   
9.2740E+01    2.3759E+00    -4.8116E+00   
9.0844E+01    1.7447E+00    -6.4826E+00   
8.8545E+01    9.0313E-01    -7.3717E+00   
8.6120E+01    -4.7408E-02   -7.3717E+00   
8.3861E+01    -9.9223E-01   -6.4826E+00   
8.2041E+01    -1.8174E+00   -4.8116E+00   
8.0880E+01    -2.4233E+00   -2.5602E+00   
7.9353E+01    -3.1931E+00   0.0000E+00    
7.9774E+01    -3.2007E+00   2.5741E+00    
8.0881E+01    -2.9238E+00   4.9195E+00    
8.2576E+01    -2.3872E+00   6.8278E+00    
8.4709E+01    -1.6384E+00   8.1294E+00    
8.7089E+01    -7.4408E-01   8.7086E+00    
8.9506E+01    2.1637E-01    8.5141E+00    
9.1745E+01    1.1576E+00    7.5630E+00    
9.3607E+01    1.9960E+00    5.9400E+00    
9.4926E+01    2.6570E+00    3.7891E+00    
9.5585E+01    3.0819E+00    1.3016E+00    
9.5526E+01    3.2330E+00    -1.3016E+00   
9.4754E+01    3.0968E+00    -3.7891E+00   
9.3337E+01    2.6855E+00    -5.9400E+00   
9.1401E+01    2.0355E+00    -7.5630E+00   
8.9119E+01    1.2047E+00    -8.5141E+00   
8.6693E+01    2.6683E-01    -8.7086E+00   
8.4339E+01    -6.9475E-01   -8.1294E+00   
8.2265E+01    -1.5946E+00   -6.8278E+00   
8.0657E+01    -2.3528E+00   -4.9195E+00   
7.9657E+01    -2.9019E+00   -2.5741E+00   
7.8190E+01    -3.6493E+00   0.0000E+00    
7.8566E+01    -3.6749E+00   2.5832E+00    
7.9551E+01    -3.4500E+00   4.9903E+00    
8.1077E+01    -2.9900E+00   7.0574E+00    
8.3041E+01    -2.3263E+00   8.6435E+00    
8.5310E+01    -1.5040E+00   9.6405E+00    
8.7727E+01    -5.7928E-01   9.9806E+00    
9.0129E+01    3.8496E-01    9.6405E+00    
9.2352E+01    1.3230E+00    8.6435E+00    
9.4244E+01    2.1708E+00    7.0574E+00    
9.5677E+01    2.8707E+00    4.9903E+00    
9.6552E+01    3.3750E+00    2.5832E+00    
9.6810E+01    3.6493E+00    -4.0941E-09   
9.6434E+01    3.6749E+00    -2.5832E+00   
9.5449E+01    3.4500E+00    -4.9903E+00   
9.3923E+01    2.9900E+00    -7.0574E+00   
9.1959E+01    2.3263E+00    -8.6435E+00   
8.9690E+01    1.5040E+00    -9.6405E+00   
8.7273E+01    5.7928E-01    -9.9806E+00   
8.4871E+01    -3.8496E-01   -9.6405E+00   
8.2648E+01    -1.3230E+00   -8.6435E+00   
8.0756E+01    -2.1708E+00   -7.0574E+00   
7.9323E+01    -2.8707E+00   -4.9903E+00   
7.8448E+01    -3.3750E+00   -2.5832E+00   
7.7026E+01    -4.1054E+00   0.0000E+00    
7.7367E+01    -4.1451E+00   2.5894E+00    
7.8255E+01    -3.9612E+00   5.0392E+00    
7.9641E+01    -3.5639E+00   7.2173E+00    
8.1450E+01    -2.9743E+00   9.0064E+00    
8.3586E+01    -2.2245E+00   1.0310E+01    
8.5933E+01    -1.3547E+00   1.1058E+01    
8.8364E+01    -4.1188E-01   1.1209E+01    
9.0749E+01    5.5314E-01    1.0757E+01    
9.2958E+01    1.4883E+00    9.7239E+00    
9.4874E+01    2.3433E+00    8.1671E+00    
9.6391E+01    3.0719E+00    6.1700E+00    
9.7430E+01    3.6350E+00    3.8403E+00    
9.7933E+01    4.0020E+00    1.3035E+00    
9.7874E+01    4.1533E+00    -1.3035E+00   
9.7255E+01    4.0807E+00    -3.8403E+00   
9.6111E+01    3.7882E+00    -6.1700E+00   
9.4502E+01    3.2914E+00    -8.1671E+00   
9.2516E+01    2.6171E+00    -9.7239E+00   
9.0259E+01    1.8018E+00    -1.0757E+01   
8.7854E+01    8.8930E-01    -1.1209E+01   
8.5430E+01    -7.1111E-02   -1.1058E+01   
8.3117E+01    -1.0277E+00   -1.0310E+01   
8.1040E+01    -1.9289E+00   -9.0064E+00   
7.9312E+01    -2.7261E+00   -7.2173E+00   
7.8025E+01    -3.3763E+00   -5.0392E+00   
7.7249E+01    -3.8445E+00   -2.5894E+00   
7.5862E+01    -4.5616E+00   0.0000E+00    
7.6175E+01    -4.6125E+00   2.5939E+00    
7.6984E+01    -4.4618E+00   5.0744E+00    
7.8252E+01    -4.1160E+00   7.3331E+00    
7.9924E+01    -3.5904E+00   9.2713E+00    
8.1927E+01    -2.9079E+00   1.0804E+01    
8.4174E+01    -2.0983E+00   1.1865E+01    
8.6566E+01    -1.1970E+00   1.2407E+01    
8.8999E+01    -2.4332E-01   1.2407E+01    
9.1366E+01    7.2095E-01    1.1865E+01    
9.3565E+01    1.6537E+00    1.0804E+01    
9.5498E+01    2.5142E+00    9.2713E+00    
9.7082E+01    3.2648E+00    7.3331E+00    
9.8247E+01    3.8727E+00    5.0744E+00    
9.8943E+01    4.3114E+00    2.5939E+00    
9.9138E+01    4.5616E+00    -5.1177E-09   
9.8825E+01    4.6125E+00    -2.5939E+00   
9.8016E+01    4.4618E+00    -5.0744E+00   
9.6748E+01    4.1160E+00    -7.3331E+00   
9.5076E+01    3.5904E+00    -9.2713E+00   
9.3073E+01    2.9079E+00    -1.0804E+01   
9.0826E+01    2.0983E+00    -1.1865E+01   
8.8434E+01    1.1970E+00    -1.2407E+01   
8.6001E+01    2.4332E-01    -1.2407E+01   
8.3634E+01    -7.2095E-01   -1.1865E+01   
8.1435E+01    -1.6537E+00   -1.0804E+01   
7.9502E+01    -2.5142E+00   -9.2713E+00   
7.7918E+01    -3.2648E+00   -7.3331E+00   
7.6753E+01    -3.8727E+00   -5.0744E+00   
7.6057E+01    -4.3114E+00   -2.5939E+00   
7.4698E+01    -5.0178E+00   0.0000E+00    
7.4989E+01    -5.0778E+00   2.5972E+00    
7.5731E+01    -4.9544E+00   5.1005E+00    
7.6899E+01    -4.6518E+00   7.4194E+00    
7.8450E+01    -4.1812E+00   9.4702E+00    
8.0329E+01    -3.5594E+00   1.1179E+01    
8.2466E+01    -2.8090E+00   1.2483E+01    
8.4785E+01    -1.9570E+00   1.3337E+01    
8.7203E+01    -1.0344E+00   1.3708E+01    
8.9631E+01    -7.4303E-02   1.3584E+01    
9.1982E+01    8.8845E-01    1.2969E+01    
9.4171E+01    1.8191E+00    1.1885E+01    
9.6119E+01    2.6840E+00    1.0371E+01    
9.7756E+01    3.4519E+00    8.4832E+00    
9.9022E+01    4.0950E+00    6.2884E+00    
9.9871E+01    4.5901E+00    3.8663E+00    
1.0027E+02    4.9193E+00    1.3045E+00    
1.0021E+02    5.0708E+00    -1.3045E+00   
9.9695E+01    5.0389E+00    -3.8663E+00   
9.8736E+01    4.8250E+00    -6.2884E+00   
9.7370E+01    4.4366E+00    -8.4832E+00   
9.5647E+01    3.8879E+00    -1.0371E+01   
9.3630E+01    3.1987E+00    -1.1885E+01   
9.1392E+01    2.3939E+00    -1.2969E+01   
8.9013E+01    1.5025E+00    -1.3584E+01   
8.6579E+01    5.5686E-01    -1.3708E+01   
8.4178E+01    -4.0892E-01   -1.3337E+01   
8.1898E+01    -1.3599E+00   -1.2483E+01   
7.9820E+01    -2.2618E+00   -1.1179E+01   
7.8020E+01    -3.0819E+00   -9.4702E+00   
7.6562E+01    -3.7906E+00   -7.4194E+00   
7.5499E+01    -4.3623E+00   -5.1005E+00   
7.4871E+01    -4.7763E+00   -2.5972E+00   
7.3534E+01    -5.4739E+00   0.0000E+00    
7.3806E+01    -5.5417E+00   2.5997E+00    
7.4493E+01    -5.4410E+00   5.1204E+00    
7.5576E+01    -5.1750E+00   7.4855E+00    
7.7021E+01    -4.7518E+00   9.6231E+00    
7.8784E+01    -4.1842E+00   1.1468E+01    
8.0812E+01    -3.4895E+00   1.2965E+01    
8.3044E+01    -2.6887E+00   1.4068E+01    
8.5410E+01    -1.8063E+00   1.4743E+01    
8.7841E+01    -8.6892E-01   1.4971E+01    
9.0260E+01    9.4815E-02    1.4743E+01    
9.2597E+01    1.0557E+00    1.4068E+01    
9.4778E+01    1.9845E+00    1.2965E+01    
9.6738E+01    2.8529E+00    1.1468E+01    
9.8417E+01    3.6347E+00    9.6231E+00    
9.9765E+01    4.3061E+00    7.4855E+00    
1.0074E+02    4.8466E+00    5.1204E+00    
1.0131E+02    5.2399E+00    2.5997E+00    
1.0147E+02    5.4739E+00    -6.1412E-09   
1.0119E+02    5.5417E+00    -2.5997E+00   
1.0051E+02    5.4410E+00    -5.1204E+00   
9.9424E+01    5.1750E+00    -7.4855E+00   
9.7979E+01    4.7518E+00    -9.6231E+00   
9.6216E+01    4.1842E+00    -1.1468E+01   
9.4188E+01    3.4895E+00    -1.2965E+01   
9.1956E+01    2.6887E+00    -1.4068E+01   
8.9590E+01    1.8063E+00    -1.4743E+01   
8.7159E+01    8.6892E-01    -1.4971E+01   
8.4740E+01    -9.4815E-02   -1.4743E+01   
8.2403E+01    -1.0557E+00   -1.4068E+01   
8.0222E+01    -1.9845E+00   -1.2965E+01   
7.8262E+01    -2.8529E+00   -1.1468E+01   
7.6583E+01    -3.6347E+00   -9.6231E+00   
7.5235E+01    -4.3061E+00   -7.4855E+00   
7.4260E+01    -4.8466E+00   -5.1204E+00   
7.3687E+01    -5.2399E+00   -2.5997E+00   
7.2371E+01    -5.9301E+00   0.0000E+00    
7.2626E+01    -6.0043E+00   2.6016E+00    
7.3266E+01    -5.9230E+00   5.1359E+00    
7.4275E+01    -5.6883E+00   7.5371E+00    
7.5627E+01    -5.3063E+00   9.7431E+00    
7.7286E+01    -4.7868E+00   1.1697E+01    
7.9209E+01    -4.1434E+00   1.3348E+01    
8.1348E+01    -3.3926E+00   1.4653E+01    
8.3645E+01    -2.5540E+00   1.5578E+01    
8.6043E+01    -1.6493E+00   1.6100E+01    
8.8478E+01    -7.0179E-01   1.6205E+01    
9.0888E+01    2.6386E-01    1.5891E+01    
9.3210E+01    1.2227E+00    1.5165E+01    
9.5384E+01    2.1498E+00    1.4046E+01    
9.7354E+01    3.0213E+00    1.2563E+01    
9.9069E+01    3.8145E+00    1.0755E+01    
1.0048E+02    4.5089E+00    8.6682E+00    
1.0156E+02    5.0866E+00    6.3571E+00    
1.0228E+02    5.5325E+00    3.8813E+00    
1.0261E+02    5.8351E+00    1.3050E+00    
1.0255E+02    5.9866E+00    -1.3050E+00   
1.0210E+02    5.9830E+00    -3.8813E+00   
1.0127E+02    5.8245E+00    -6.3571E+00   
1.0009E+02    5.5152E+00    -8.6682E+00   
9.8580E+01    5.0630E+00    -1.0755E+01   
9.6783E+01    4.4796E+00    -1.2563E+01   
9.4745E+01    3.7803E+00    -1.4046E+01   
9.2520E+01    2.9830E+00    -1.5165E+01   
