4.5621E+01    6.3361E+00    -4.5621E+01   -6.3361E+00   -4.1234E-08   4.1234E-08    2.7124E-08    -2.7124E-08   
4.5538E+01    6.3903E+00    -4.5538E+01   -6.3903E+00   -4.1654E-08   4.1654E-08    2.7066E-08    -2.7066E-08   
4.5454E+01    6.4444E+00    -4.5454E+01   -6.4444E+00   -4.2076E-08   4.2076E-08    2.7006E-08    -2.7006E-08   
4.5370E+01    6.4983E+00    -4.5370E+01   -6.4983E+00   -4.2498E-08   4.2498E-08    2.6946E-08    -2.6946E-08   
4.5284E+01    6.5521E+00    -4.5284E+01   -6.5521E+00   -4.2922E-08   4.2922E-08    2.6885E-08    -2.6885E-08   
4.5198E+01    6.6059E+00    -4.5198E+01   -6.6059E+00   -4.3348E-08   4.3348E-08    2.6823E-08    -2.6823E-08   
4.5111E+01    6.6594E+00    -4.5111E+01   -6.6594E+00   -4.3774E-08   4.3774E-08    2.6760E-08    -2.6760E-08   
4.5023E+01    6.7129E+00    -4.5023E+01   -6.7129E+00   -4.4203E-08   4.4203E-08    2.6697E-08    -2.6697E-08   
4.4934E+01    6.7662E+00    -4.4934E+01   -6.7662E+00   -4.4632E-08   4.4632E-08    2.6632E-08    -2.6632E-08   
4.4845E+01    6.8194E+00    -4.4845E+01   -6.8194E+00   -4.5063E-08   4.5063E-08    2.6567E-08    -2.6567E-08   
4.4754E+01    6.8725E+00    -4.4754E+01   -6.8725E+00   -4.5496E-08   4.5496E-08    2.6501E-08    -2.6501E-08   
4.4663E+01    6.9254E+00    -4.4663E+01   -6.9254E+00   -4.5929E-08   4.5929E-08    2.6434E-08    -2.6434E-08   
4.4570E+01    6.9782E+00    -4.4570E+01   -6.9782E+00   -4.6365E-08   4.6365E-08    2.6366E-08    -2.6366E-08   
4.4477E+01    7.0309E+00    -4.4477E+01   -7.0309E+00   -4.6802E-08   4.6802E-08    2.6298E-08    -2.6298E-08   
4.4383E+01    7.0834E+00    -4.4383E+01   -7.0834E+00   -4.7240E-08   4.7240E-08    2.6228E-08    -2.6228E-08   
4.4288E+01    7.1358E+00    -4.4288E+01   -7.1358E+00   -4.7680E-08   4.7680E-08    2.6157E-08    -2.6157E-08   
4.4192E+01    7.1880E+00    -4.4192E+01   -7.1880E+00   -4.8122E-08   4.8122E-08    2.6086E-08    -2.6086E-08   
4.4096E+01    7.2401E+00    -4.4096E+01   -7.2401E+00   -4.8565E-08   4.8565E-08    2.6014E-08    -2.6014E-08   
4.3998E+01    7.2921E+00    -4.3998E+01   -7.2921E+00   -4.9010E-08   4.9010E-08    2.5940E-08    -2.5940E-08   
4.3900E+01    7.3439E+00    -4.3900E+01   -7.3439E+00   -4.9456E-08   4.9456E-08    2.5866E-08    -2.5866E-08   
4.3800E+01    7.3956E+00    -4.3800E+01   -7.3956E+00   -4.9904E-08   4.9904E-08    2.5790E-08    -2.5790E-08   
4.3700E+01    7.4471E+00    -4.3700E+01   -7.4471E+00   -5.0354E-08   5.0354E-08    2.5714E-08    -2.5714E-08   
4.3599E+01    7.4984E+00    -4.3599E+01   -7.4984E+00   -5.0806E-08   5.0806E-08    2.5637E-08    -2.5637E-08   
4.3497E+01    7.5496E+00    -4.3497E+01   -7.5496E+00   -5.1259E-08   5.1259E-08    2.5559E-08    -2.5559E-08   
4.3394E+01    7.6007E+00    -4.3394E+01   -7.6007E+00   -5.1714E-08   5.1714E-08    2.5479E-08    -2.5479E-08   
4.3290E+01    7.6515E+00    -4.3290E+01   -7.6515E+00   -5.2171E-08   5.2171E-08    2.5399E-08    -2.5399E-08   
4.3185E+01    7.7022E+00    -4.3185E+01   -7.7022E+00   -5.2630E-08   5.2630E-08    2.5317E-08    -2.5317E-08   
4.3079E+01    7.7528E+00    -4.3079E+01   -7.7528E+00   -5.3090E-08   5.3090E-08    2.5235E-08    -2.5235E-08   
4.2973E+01    7.8032E+00    -4.2973E+01   -7.8032E+00   -5.3553E-08   5.3553E-08    2.5151E-08    -2.5151E-08   
4.2865E+01    7.8534E+00    -4.2865E+01   -7.8534E+00   -5.4017E-08   5.4017E-08    2.5067E-08    -2.5067E-08   
4.2757E+01    7.9035E+00    -4.2757E+01   -7.9035E+00   -5.4484E-08   5.4484E-08    2.4981E-08    -2.4981E-08   
4.2647E+01    7.9533E+00    -4.2647E+01   -7.9533E+00   -5.4952E-08   5.4952E-08    2.4894E-08    -2.4894E-08   
4.2537E+01    8.0030E+00    -4.2537E+01   -8.0030E+00   -5.5422E-08   5.5422E-08    2.4806E-08    -2.4806E-08   
4.2426E+01    8.0525E+00    -4.2426E+01   -8.0525E+00   -5.5894E-08   5.5894E-08    2.4716E-08    -2.4716E-08   
4.2313E+01    8.1019E+00    -4.2313E+01   -8.1019E+00   -5.6369E-08   5.6369E-08    2.4626E-08    -2.4626E-08   
4.2200E+01    8.1511E+00    -4.2200E+01   -8.1511E+00   -5.6845E-08   5.6845E-08    2.4534E-08    -2.4534E-08   
4.2086E+01    8.2000E+00    -4.2086E+01   -8.2000E+00   -5.7324E-08   5.7324E-08    2.4442E-08    -2.4442E-08   
4.1971E+01    8.2488E+00    -4.1971E+01   -8.2488E+00   -5.7805E-08   5.7805E-08    2.4347E-08    -2.4347E-08   
4.1855E+01    8.2974E+00    -4.1855E+01   -8.2974E+00   -5.8288E-08   5.8288E-08    2.4252E-08    -2.4252E-08   
4.1738E+01    8.3458E+00    -4.1738E+01   -8.3458E+00   -5.8773E-08   5.8773E-08    2.4156E-08    -2.4156E-08   
4.1620E+01    8.3940E+00    -4.1620E+01   -8.3940E+00   -5.9260E-08   5.9260E-08    2.4058E-08    -2.4058E-08   
4.1501E+01    8.4421E+00    -4.1501E+01   -8.4421E+00   -5.9750E-08   5.9750E-08    2.3958E-08    -2.3958E-08   
4.1381E+01    8.4899E+00    -4.1381E+01   -8.4899E+00   -6.0242E-08   6.0242E-08    2.3858E-08    -2.3858E-08   
4.1260E+01    8.5375E+00    -4.1260E+01   -8.5375E+00   -6.0736E-08   6.0736E-08    2.3756E-08    -2.3756E-08   
4.1138E+01    8.5849E+00    -4.1138E+01   -8.5849E+00   -6.1233E-08   6.1233E-08    2.3653E-08    -2.3653E-08   
4.1015E+01    8.6321E+00    -4.1015E+01   -8.6321E+00   -6.1732E-08   6.1732E-08    2.3548E-08    -2.3548E-08   
4.0891E+01    8.6791E+00    -4.0891E+01   -8.6791E+00   -6.2234E-08   6.2234E-08    2.3442E-08    -2.3442E-08   
4.0766E+01    8.7259E+00    -4.0766E+01   -8.7259E+00   -6.2738E-08   6.2738E-08    2.3335E-08    -2.3335E-08   
4.0640E+01    8.7724E+00    -4.0640E+01   -8.7724E+00   -6.3245E-08   6.3245E-08    2.3226E-08    -2.3226E-08   
4.0513E+01    8.8188E+00    -4.0513E+01   -8.8188E+00   -6.3754E-08   6.3754E-08    2.3115E-08    -2.3115E-08   
4.0385E+01    8.8649E+00    -4.0385E+01   -8.8649E+00   -6.4266E-08   6.4266E-08    2.3003E-08    -2.3003E-08   
4.0256E+01    8.9108E+00    -4.0256E+01   -8.9108E+00   -6.4781E-08   6.4781E-08    2.2890E-08    -2.2890E-08   
4.0126E+01    8.9564E+00    -4.0126E+01   -8.9564E+00   -6.5299E-08   6.5299E-08    2.2775E-08    -2.2775E-08   
3.9994E+01    9.0019E+00    -3.9994E+01   -9.0019E+00   -6.5819E-08   6.5819E-08    2.2658E-08    -2.2658E-08   
3.9862E+01    9.0471E+00    -3.9862E+01   -9.0471E+00   -6.6342E-08   6.6342E-08    2.2540E-08    -2.2540E-08   
3.9729E+01    9.0920E+00    -3.9729E+01   -9.0920E+00   -6.6868E-08   6.6868E-08    2.2420E-08    -2.2420E-08   
