-7.9885E+00   1.9921E+01    0.0000E+00    -1.2512E+02   -3.7175E+01   2.9249E+02    
-7.3081E+00   2.0021E+01    2.4952E+00    1.0411E+01    1.8571E+01    2.5330E+02    
-5.5626E+00   2.0583E+01    4.3217E+00    1.0784E+02    6.3929E+01    1.4624E+02    
-3.2198E+00   2.1456E+01    4.9903E+00    1.4107E+02    8.6745E+01    -5.9990E-08   
-9.0743E-01   2.2407E+01    4.3217E+00    1.0119E+02    8.0905E+01    -1.4624E+02   
7.5493E-01    2.3181E+01    2.4952E+00    -1.1144E+00   4.7975E+01    -2.5330E+02   
1.3218E+00    2.3571E+01    -2.0471E-09   -1.3843E+02   -3.2228E+00   -2.9249E+02   
6.4141E-01    2.3471E+01    -2.4952E+00   -2.7396E+02   -5.8969E+01   -2.5330E+02   
-1.1041E+00   2.2909E+01    -4.3217E+00   -3.7139E+02   -1.0433E+02   -1.4624E+02   
-3.4469E+00   2.2036E+01    -4.9903E+00   -4.0462E+02   -1.2714E+02   1.7997E-07    
-5.7592E+00   2.1085E+01    -4.3217E+00   -3.6474E+02   -1.2130E+02   1.4624E+02    
-7.4216E+00   2.0311E+01    -2.4952E+00   -2.6243E+02   -8.8373E+01   2.5330E+02    
-9.1523E+00   1.9465E+01    0.0000E+00    -1.2582E+02   -3.5387E+01   2.6168E+02    
-8.5915E+00   1.9515E+01    2.5372E+00    -2.7047E+01   4.8429E+00    2.3906E+02    
-7.1215E+00   1.9951E+01    4.6357E+00    5.3618E+01    4.0743E+01    1.7510E+02    
-4.9965E+00   2.0697E+01    5.9326E+00    1.0223E+02    6.6106E+01    8.0865E+01    
-2.5840E+00   2.1624E+01    6.2037E+00    1.1038E+02    7.6545E+01    -2.7353E+01   
-3.0095E-01   2.2573E+01    5.4022E+00    7.6654E+01    7.0257E+01    -1.3084E+02   
1.4577E+00    2.3378E+01    3.6665E+00    6.8937E+00    4.8328E+01    -2.1171E+02   
2.3880E+00    2.3902E+01    1.2969E+00    -8.6844E+01   1.4551E+01    -2.5596E+02   
2.3290E+00    2.4052E+01    -1.2969E+00   -1.8835E+02   -2.5236E+01   -2.5596E+02   
1.2909E+00    2.3804E+01    -3.6665E+00   -2.8007E+02   -6.4151E+01   -2.1171E+02   
-5.4674E-01   2.3200E+01    -5.4022E+00   -3.4616E+02   -9.5467E+01   -1.3084E+02   
-2.8662E+00   2.2344E+01    -6.2037E+00   -3.7517E+02   -1.1377E+02   -2.7353E+01   
-5.2665E+00   2.1386E+01    -5.9326E+00   -3.6210E+02   -1.1589E+02   8.0865E+01    
-7.3324E+00   2.0489E+01    -4.6357E+00   -3.0920E+02   -1.0147E+02   1.7510E+02    
-8.7069E+00   1.9810E+01    -2.5372E+00   -2.2562E+02   -7.2991E+01   2.3906E+02    
-1.0316E+01   1.9009E+01    0.0000E+00    -1.2634E+02   -3.4066E+01   2.3892E+02    
-9.8367E+00   1.9026E+01    2.5602E+00    -5.0439E+01   -3.3515E+00   2.2451E+02    
-8.5730E+00   1.9370E+01    4.8116E+00    1.5651E+01    2.5331E+01    1.8302E+02    
-6.6772E+00   2.0001E+01    6.4826E+00    6.3959E+01    4.8522E+01    1.1946E+02    
-4.3782E+00   2.0843E+01    7.3717E+00    8.8659E+01    6.3424E+01    4.1488E+01    
-1.9531E+00   2.1793E+01    7.3717E+00    8.6771E+01    6.8240E+01    -4.1488E+01   
3.0553E-01    2.2738E+01    6.4826E+00    5.8524E+01    6.2389E+01    -1.1946E+02   
2.1252E+00    2.3563E+01    4.8116E+00    7.3237E+00    4.6577E+01    -1.8302E+02   
3.2866E+00    2.4169E+01    2.5602E+00    -6.0654E+01   2.2710E+01    -2.2451E+02   
3.6494E+00    2.4483E+01    -3.0706E-09   -1.3721E+02   -6.3319E+00   -2.3892E+02   
3.1701E+00    2.4467E+01    -2.5602E+00   -2.1311E+02   -3.7046E+01   -2.2451E+02   
1.9063E+00    2.4122E+01    -4.8116E+00   -2.7920E+02   -6.5729E+01   -1.8302E+02   
1.0574E-02    2.3491E+01    -6.4826E+00   -3.2751E+02   -8.8920E+01   -1.1946E+02   
-2.2885E+00   2.2649E+01    -7.3717E+00   -3.5221E+02   -1.0382E+02   -4.1488E+01   
-4.7136E+00   2.1699E+01    -7.3717E+00   -3.5032E+02   -1.0864E+02   4.1488E+01    
-6.9722E+00   2.0754E+01    -6.4826E+00   -3.2207E+02   -1.0279E+02   1.1946E+02    
-8.7919E+00   1.9929E+01    -4.8116E+00   -2.7087E+02   -8.6974E+01   1.8302E+02    
-9.9532E+00   1.9323E+01    -2.5602E+00   -2.0289E+02   -6.3108E+01   2.2451E+02    
-1.1480E+01   1.8553E+01    0.0000E+00    -1.2674E+02   -3.3039E+01   2.2122E+02    
-1.1059E+01   1.8545E+01    2.5741E+00    -6.6139E+01   -8.6267E+00   2.1139E+02    
-9.9524E+00   1.8822E+01    4.9195E+00    -1.1368E+01   1.4757E+01    1.8278E+02    
-8.2573E+00   1.9359E+01    6.8278E+00    3.2704E+01    3.5034E+01    1.3793E+02    
-6.1247E+00   2.0108E+01    8.1294E+00    6.2161E+01    5.0404E+01    8.0820E+01    
-3.7440E+00   2.1002E+01    8.7086E+00    7.4387E+01    5.9501E+01    1.6532E+01    
-1.3269E+00   2.1962E+01    8.5141E+00    6.8294E+01    6.1516E+01    -4.9226E+01   
9.1200E-01    2.2904E+01    7.5630E+00    4.4424E+01    5.6270E+01    -1.1061E+02   
2.7737E+00    2.3742E+01    5.9400E+00    4.8985E+00    4.4229E+01    -1.6216E+02   
4.0927E+00    2.4403E+01    3.7891E+00    -4.6771E+01   2.6464E+01    -1.9931E+02   
4.7518E+00    2.4828E+01    1.3016E+00    -1.0599E+02   4.5526E+00    -2.1875E+02   
4.6926E+00    2.4979E+01    -1.3016E+00   -1.6751E+02   -1.9558E+01   -2.1875E+02   
3.9203E+00    2.4843E+01    -3.7891E+00   -2.2585E+02   -4.3726E+01   -1.9931E+02   
2.5034E+00    2.4431E+01    -5.9400E+00   -2.7582E+02   -6.5803E+01   -1.6216E+02   
5.6789E-01    2.3782E+01    -7.5630E+00   -3.1300E+02   -8.3828E+01   -1.1061E+02   
-1.7142E+00   2.2951E+01    -8.5141E+00   -3.3408E+02   -9.6199E+01   -4.9226E+01   
-4.1402E+00   2.2013E+01    -8.7086E+00   -3.3718E+02   -1.0182E+02   1.6532E+01    
-6.4945E+00   2.1051E+01    -8.1294E+00   -3.2203E+02   -1.0018E+02   8.0820E+01    
-8.5680E+00   2.0151E+01    -6.8278E+00   -2.8998E+02   -9.1443E+01   1.3793E+02    
-1.0176E+01   1.9393E+01    -4.9195E+00   -2.4386E+02   -7.6372E+01   1.8278E+02    
-1.1177E+01   1.8844E+01    -2.5741E+00   -1.8779E+02   -5.6310E+01   2.1139E+02    
-1.2644E+01   1.8097E+01    0.0000E+00    -1.2707E+02   -3.2210E+01   2.0694E+02    
-1.2268E+01   1.8071E+01    2.5832E+00    -7.7263E+01   -1.2217E+01   1.9989E+02    
-1.1283E+01   1.8296E+01    4.9903E+00    -3.1174E+01   7.2321E+00    1.7922E+02    
-9.7562E+00   1.8756E+01    7.0574E+00    8.0588E+00    2.4812E+01    1.4633E+02    
-7.7919E+00   1.9420E+01    8.6435E+00    3.7762E+01    3.9324E+01    1.0347E+02    
-5.5237E+00   2.0242E+01    9.6405E+00    5.5912E+01    4.9780E+01    5.3561E+01    
-3.1063E+00   2.1167E+01    9.9806E+00    6.1272E+01    5.5467E+01    -4.2445E-08   
-7.0432E-01   2.2131E+01    9.6405E+00    5.3475E+01    5.5998E+01    -5.3561E+01   
1.5185E+00    2.3069E+01    8.6435E+00    3.3054E+01    5.1335E+01    -1.0347E+02   
3.4106E+00    2.3917E+01    7.0574E+00    1.4009E+00    4.1798E+01    -1.4633E+02   
4.8432E+00    2.4617E+01    4.9903E+00    -3.9328E+01   2.8036E+01    -1.7922E+02   
5.7185E+00    2.5121E+01    2.5832E+00    -8.6358E+01   1.0987E+01    -1.9989E+02   
5.9770E+00    2.5395E+01    -4.0941E-09   -1.3648E+02   -8.1878E+00   -2.0694E+02   
5.6010E+00    2.5421E+01    -2.5832E+00   -1.8629E+02   -2.8181E+01   -1.9989E+02   
4.6161E+00    2.5196E+01    -4.9903E+00   -2.3237E+02   -4.7630E+01   -1.7922E+02   
3.0895E+00    2.4736E+01    -7.0574E+00   -2.7161E+02   -6.5210E+01   -1.4633E+02   
1.1252E+00    2.4072E+01    -8.6435E+00   -3.0131E+02   -7.9722E+01   -1.0347E+02   
-1.1430E+00   2.3250E+01    -9.6405E+00   -3.1946E+02   -9.0178E+01   -5.3561E+01   
-3.5604E+00   2.2325E+01    -9.9806E+00   -3.2482E+02   -9.5865E+01   1.2733E-07    
-5.9623E+00   2.1361E+01    -9.6405E+00   -3.1702E+02   -9.6395E+01   5.3561E+01    
-8.1851E+00   2.0423E+01    -8.6435E+00   -2.9660E+02   -9.1733E+01   1.0347E+02    
