-7.9885E+00   1.9921E+01    0.0000E+00    
-7.3081E+00   2.0021E+01    2.4952E+00    
-5.5626E+00   2.0583E+01    4.3217E+00    
-3.2198E+00   2.1456E+01    4.9903E+00    
-9.0743E-01   2.2407E+01    4.3217E+00    
7.5493E-01    2.3181E+01    2.4952E+00    
1.3218E+00    2.3571E+01    -2.0471E-09   
6.4141E-01    2.3471E+01    -2.4952E+00   
-1.1041E+00   2.2909E+01    -4.3217E+00   
-3.4469E+00   2.2036E+01    -4.9903E+00   
-5.7592E+00   2.1085E+01    -4.3217E+00   
-7.4216E+00   2.0311E+01    -2.4952E+00   
-9.1523E+00   1.9465E+01    0.0000E+00    
-8.5915E+00   1.9515E+01    2.5372E+00    
-7.1215E+00   1.9951E+01    4.6357E+00    
-4.9965E+00   2.0697E+01    5.9326E+00    
-2.5840E+00   2.1624E+01    6.2037E+00    
-3.0095E-01   2.2573E+01    5.4022E+00    
1.4577E+00    2.3378E+01    3.6665E+00    
2.3880E+00    2.3902E+01    1.2969E+00    
2.3290E+00    2.4052E+01    -1.2969E+00   
1.2909E+00    2.3804E+01    -3.6665E+00   
-5.4674E-01   2.3200E+01    -5.4022E+00   
-2.8662E+00   2.2344E+01    -6.2037E+00   
-5.2665E+00   2.1386E+01    -5.9326E+00   
-7.3324E+00   2.0489E+01    -4.6357E+00   
-8.7069E+00   1.9810E+01    -2.5372E+00   
-1.0316E+01   1.9009E+01    0.0000E+00    
-9.8367E+00   1.9026E+01    2.5602E+00    
-8.5730E+00   1.9370E+01    4.8116E+00    
-6.6772E+00   2.0001E+01    6.4826E+00    
-4.3782E+00   2.0843E+01    7.3717E+00    
-1.9531E+00   2.1793E+01    7.3717E+00    
3.0553E-01    2.2738E+01    6.4826E+00    
2.1252E+00    2.3563E+01    4.8116E+00    
3.2866E+00    2.4169E+01    2.5602E+00    
3.6494E+00    2.4483E+01    -3.0706E-09   
3.1701E+00    2.4467E+01    -2.5602E+00   
1.9063E+00    2.4122E+01    -4.8116E+00   
1.0574E-02    2.3491E+01    -6.4826E+00   
-2.2885E+00   2.2649E+01    -7.3717E+00   
-4.7136E+00   2.1699E+01    -7.3717E+00   
-6.9722E+00   2.0754E+01    -6.4826E+00   
-8.7919E+00   1.9929E+01    -4.8116E+00   
-9.9532E+00   1.9323E+01    -2.5602E+00   
-1.1480E+01   1.8553E+01    0.0000E+00    
-1.1059E+01   1.8545E+01    2.5741E+00    
-9.9524E+00   1.8822E+01    4.9195E+00    
-8.2573E+00   1.9359E+01    6.8278E+00    
-6.1247E+00   2.0108E+01    8.1294E+00    
-3.7440E+00   2.1002E+01    8.7086E+00    
-1.3269E+00   2.1962E+01    8.5141E+00    
9.1200E-01    2.2904E+01    7.5630E+00    
2.7737E+00    2.3742E+01    5.9400E+00    
4.0927E+00    2.4403E+01    3.7891E+00    
4.7518E+00    2.4828E+01    1.3016E+00    
4.6926E+00    2.4979E+01    -1.3016E+00   
3.9203E+00    2.4843E+01    -3.7891E+00   
2.5034E+00    2.4431E+01    -5.9400E+00   
5.6789E-01    2.3782E+01    -7.5630E+00   
-1.7142E+00   2.2951E+01    -8.5141E+00   
-4.1402E+00   2.2013E+01    -8.7086E+00   
-6.4945E+00   2.1051E+01    -8.1294E+00   
-8.5680E+00   2.0151E+01    -6.8278E+00   
-1.0176E+01   1.9393E+01    -4.9195E+00   
-1.1177E+01   1.8844E+01    -2.5741E+00   
-1.2644E+01   1.8097E+01    0.0000E+00    
-1.2268E+01   1.8071E+01    2.5832E+00    
-1.1283E+01   1.8296E+01    4.9903E+00    
-9.7562E+00   1.8756E+01    7.0574E+00    
-7.7919E+00   1.9420E+01    8.6435E+00    
-5.5237E+00   2.0242E+01    9.6405E+00    
-3.1063E+00   2.1167E+01    9.9806E+00    
