0.0000E+00    0.0000E+00    
-1.7969E-16   -2.1544E-19   
-1.7970E-16   -4.3091E-19   
-1.7971E-16   -6.4642E-19   
-1.7972E-16   -8.6200E-19   
-1.7974E-16   -1.0777E-18   
-1.7977E-16   -1.2934E-18   
-1.7980E-16   -1.5093E-18   
-1.7983E-16   -1.7254E-18   
-1.7987E-16   -1.9416E-18   
-1.7991E-16   -2.1581E-18   
-1.7996E-16   -2.3747E-18   
-1.8001E-16   -2.5916E-18   
-1.8006E-16   -2.8088E-18   
-1.8012E-16   -3.0262E-18   
-1.8018E-16   -3.2440E-18   
-1.8025E-16   -3.4621E-18   
-1.8033E-16   -3.6806E-18   
-1.8040E-16   -3.8994E-18   
-1.8049E-16   -4.1186E-18   
-1.8057E-16   -4.3383E-18   
-1.8066E-16   -4.5584E-18   
-1.8076E-16   -4.7790E-18   
-1.8086E-16   -5.0000E-18   
-1.8096E-16   -5.2216E-18   
-1.8107E-16   -5.4438E-18   
-1.8118E-16   -5.6665E-18   
-1.8130E-16   -5.8897E-18   
-1.8143E-16   -6.1136E-18   
-1.8155E-16   -6.3382E-18   
-1.8169E-16   -6.5634E-18   
-1.8182E-16   -6.7893E-18   
-1.8196E-16   -7.0159E-18   
-1.8211E-16   -7.2432E-18   
-1.8226E-16   -7.4713E-18   
-1.8242E-16   -7.7002E-18   
-1.8258E-16   -7.9299E-18   
-1.8274E-16   -8.1604E-18   
-1.8291E-16   -8.3919E-18   
-1.8309E-16   -8.6242E-18   
-1.8327E-16   -8.8574E-18   
-1.8345E-16   -9.0915E-18   
-1.8364E-16   -9.3267E-18   
-1.8383E-16   -9.5628E-18   
-1.8403E-16   -9.8000E-18   
-1.8424E-16   -1.0038E-17   
-1.8445E-16   -1.0278E-17   
-1.8466E-16   -1.0518E-17   
-1.8488E-16   -1.0760E-17   
-1.8511E-16   -1.1002E-17   
-1.8534E-16   -1.1246E-17   
-1.8557E-16   -1.1491E-17   
-1.8581E-16   -1.1738E-17   
-1.8606E-16   -1.1986E-17   
-1.8631E-16   -1.2235E-17   
-1.8656E-16   -1.2485E-17   
-1.8682E-16   -1.2737E-17   
-1.8709E-16   -1.2990E-17   
-1.8736E-16   -1.3245E-17   
-1.8764E-16   -1.3501E-17   
-1.8792E-16   -1.3759E-17   
-1.8821E-16   -1.4018E-17   
-1.8851E-16   -1.4279E-17   
-1.8881E-16   -1.4541E-17   
-1.8911E-16   -1.4805E-17   
-1.8942E-16   -1.5071E-17   
-1.8974E-16   -1.5339E-17   
-1.9006E-16   -1.5608E-17   
-1.9039E-16   -1.5879E-17   
-1.9073E-16   -1.6152E-17   
-1.9107E-16   -1.6427E-17   
-1.9142E-16   -1.6704E-17   
-1.9177E-16   -1.6983E-17   
-1.9213E-16   -1.7264E-17   
-1.9249E-16   -1.7547E-17   
-1.9287E-16   -1.7832E-17   
-1.9324E-16   -1.8119E-17   
-1.9363E-16   -1.8408E-17   
-1.9402E-16   -1.8699E-17   
-1.9442E-16   -1.8993E-17   
-1.9482E-16   -1.9289E-17   
-1.9523E-16   -1.9588E-17   
-1.9565E-16   -1.9889E-17   
-1.9607E-16   -2.0192E-17   
-1.9650E-16   -2.0498E-17   
-1.9694E-16   -2.0807E-17   
-1.9739E-16   -2.1118E-17   
-1.9784E-16   -2.1431E-17   
-1.9830E-16   -2.1748E-17   
-1.9876E-16   -2.2067E-17   
-1.9924E-16   -2.2389E-17   
-1.9972E-16   -2.2714E-17   
-2.0021E-16   -2.3042E-17   
-2.0070E-16   -2.3373E-17   
-2.0120E-16   -2.3707E-17   
-2.0172E-16   -2.4044E-17   
-2.0224E-16   -2.4385E-17   
-2.0276E-16   -2.4728E-17   
-2.0330E-16   -2.5075E-17   
-2.0384E-16   -2.5425E-17   
-2.0439E-16   -2.5779E-17   
-2.0495E-16   -2.6136E-17   
-2.0552E-16   -2.6497E-17   
-2.0610E-16   -2.6862E-17   
-2.0668E-16   -2.7230E-17   
-2.0728E-16   -2.7602E-17   
-2.0788E-16   -2.7978E-17   
-2.0849E-16   -2.8358E-17   
-2.0911E-16   -2.8742E-17   
-2.0974E-16   -2.9130E-17   
-2.1038E-16   -2.9523E-17   
-2.1103E-16   -2.9919E-17   
-2.1169E-16   -3.0320E-17   
-2.1236E-16   -3.0726E-17   
-2.1304E-16   -3.1136E-17   
-2.1372E-16   -3.1551E-17   
-2.1442E-16   -3.1970E-17   
-2.1513E-16   -3.2394E-17   
-2.1585E-16   -3.2824E-17   
-2.1658E-16   -3.3258E-17   
-2.1732E-16   -3.3698E-17   
-2.1807E-16   -3.4143E-17   
-2.1883E-16   -3.4593E-17   
-2.1961E-16   -3.5048E-17   
-2.2039E-16   -3.5510E-17   
-2.2119E-16   -3.5977E-17   
-2.2199E-16   -3.6450E-17   
-2.2281E-16   -3.6929E-17   
-2.2365E-16   -3.7413E-17   
-2.2449E-16   -3.7905E-17   
-2.2535E-16   -3.8402E-17   
-2.2622E-16   -3.8906E-17   
-2.2710E-16   -3.9417E-17   
-2.2799E-16   -3.9934E-17   
-2.2890E-16   -4.0459E-17   
-2.2982E-16   -4.0990E-17   
-2.3076E-16   -4.1529E-17   
-2.3171E-16   -4.2075E-17   
-2.3267E-16   -4.2628E-17   
-2.3365E-16   -4.3190E-17   
-2.3464E-16   -4.3759E-17   
-2.3565E-16   -4.4336E-17   
-2.3667E-16   -4.4922E-17   
-2.3771E-16   -4.5516E-17   
-2.3877E-16   -4.6119E-17   
-2.3984E-16   -4.6730E-17   
-2.4092E-16   -4.7350E-17   
